求职者id,招聘信息id,企业名称,满意度
1469222105404014592,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.8302863469492153
1467792600214929408,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.8245994130385086
1467792600214929408,1482196280712232987,佰聆数据股份有限公司,0.8165629670906934
1467792600214929408,1482196338836897802,佰聆数据股份有限公司,0.8165629670906934
1467792600214929408,1482196338836897804,佰聆数据股份有限公司,0.8165629670906934
1467792600214929408,1482196280712232985,佰聆数据股份有限公司,0.8165629670906934
1582598236647063552,1482192126010851329,康朝药业有限公司,0.8002357978069587
1582598236647063552,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7995708305778966
1582598236647063552,1482196087983964187,北京宇信科技集团股份有限公司广州分公司,0.7986258858040415
1469222105404014592,1482195359529828368,广东省国际工程咨询有限公司,0.7952988120626115
1582598236647063552,1482193772577161223,广州市幸福网络技术有限公司,0.7933588520508184
1582598236647063552,1482193772577161224,广州市幸福网络技术有限公司,0.7933588520508184
1469222105404014592,1482195512210882569,广东联邦车网科技股份有限公司,0.790911723442465
1466004681011625984,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7874434118977462
1467792600214929408,1482195359529828368,广东省国际工程咨询有限公司,0.7868691443744212
1469222105404014592,1482195512215076867,广东快乐种子科技有限公司,0.7860466945135406
1582598236647063552,1482194288883400704,广州市欢乐特卖网络科技有限公司,0.785812538575577
1582598236647063552,1482183292634660864,中科云瑞(沈阳)大数据科技有限公司,0.7849010940677367
1582598236647063552,1482183292638855168,中科云瑞(沈阳)大数据科技有限公司,0.7849010940677367
1469222105404014592,1482185135670558724,同溢堂药业有限公司,0.7826142770217654
1469222105404014592,1482185135670558723,同溢堂药业有限公司,0.7826142770217654
1461534785997504512,1482194288887595021,广州市百果园网络科技有限公司,0.7821085639387745
1469222105404014592,1482195175144030213,广州百田信息科技有限公司,0.7808823565748121
1469222105404014592,1482195175144030215,广州百田信息科技有限公司,0.7808823565748121
1582598236647063552,1482192311990484993,广州卓铸网络科技有限公司,0.7791453929660912
1582598236647063552,1482184521620258818,越亮传奇科技股份有限公司,0.7791132217005823
1582598236647063552,1482184521620258819,越亮传奇科技股份有限公司,0.7791132217005823
1582598236647063552,1482195175144030213,广州百田信息科技有限公司,0.7787725983129548
1582598236647063552,1482195175144030215,广州百田信息科技有限公司,0.7787725983129548
1469222105404014592,1482196338836897802,佰聆数据股份有限公司,0.7782505325233198
1469222105404014592,1482196280712232985,佰聆数据股份有限公司,0.7782505325233198
1469222105404014592,1482196280712232987,佰聆数据股份有限公司,0.7782505325233198
1469222105404014592,1482196338836897804,佰聆数据股份有限公司,0.7782505325233198
1582598236647063552,1482194288883400705,广州市华好日用品有限公司,0.7764681318575184
1461648125990141952,1482195868793831427,佛山市云米电器科技有限公司,0.7764366815968421
1461648125990141952,1482195642796343302,佛山市云米电器科技有限公司,0.7764366815968421
1468110505502703616,1482195175144030215,广州百田信息科技有限公司,0.7751244183356194
1468110505502703616,1482195175144030213,广州百田信息科技有限公司,0.7751244183356194
1582598236647063552,1482192491154374656,广州兆熙信息科技有限公司,0.774985926512631
1461659304984707072,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7732674486433897
1582598236647063552,1482184521620258821,远成物流股份有限公司,0.7731596724868173
1582598236647063552,1482195642796343297,福建新时颖电子商务有限公司,0.7720345999681263
1582598236647063552,1482195868789637127,福建新时颖电子商务有限公司,0.7720345999681263
1466004681011625984,1482195175144030215,广州百田信息科技有限公司,0.7707056228691587
1466004681011625984,1482195175144030213,广州百田信息科技有限公司,0.7707056228691587
1582598236647063552,1482196148411301899,北京尚德在线教育科技有限公司,0.7702255313777323
1471049670871613440,1482195175144030215,广州百田信息科技有限公司,0.7689976488340025
1471049670871613440,1482195175144030213,广州百田信息科技有限公司,0.7689976488340025
1582598236647063552,1482192956965388288,广州无卡数据技术股份有限公司,0.7687040445172417
1582598236647063552,1482192989353803786,广州无卡数据技术股份有限公司,0.7687040445172417
1462717242717372416,1482195175144030215,广州百田信息科技有限公司,0.7684487392693857
1462717242717372416,1482195175144030213,广州百田信息科技有限公司,0.7684487392693857
1468110505502703616,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7678941169321163
1462717242717372416,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7676771708763465
1469222105404014592,1482192055257137152,联通(广东)产业互联网有限公司,0.7668077902371795
1468148406491938816,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7655284147883414
1467797054184095744,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7654480906908737
1479478335108153344,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7654332293319853
1471049670871613440,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7651941581171553
1582598236647063552,1482183390651351040,中经汇通电子商务有限公司,0.7647219253521842
1470203287771938816,1482195175144030215,广州百田信息科技有限公司,0.7633332435614584
1470203287771938816,1482195175144030213,广州百田信息科技有限公司,0.7633332435614584
1582598236647063552,1482192956965388290,广州无卡数据技术股份有限公司,0.7622189734064474
1582598236647063552,1482192989353803788,广州无卡数据技术股份有限公司,0.7622189734064474
1468148406491938816,1482195175144030213,广州百田信息科技有限公司,0.7621341125171172
1468148406491938816,1482195175144030215,广州百田信息科技有限公司,0.7621341125171172
1467797054184095744,1482195175144030213,广州百田信息科技有限公司,0.7586497056419272
1467797054184095744,1482195175144030215,广州百田信息科技有限公司,0.7586497056419272
1582598236647063552,1482195359529828368,广东省国际工程咨询有限公司,0.7584126123945416
1582598236647063552,1482194903424434218,广州多泽信息技术有限公司,0.7579111586207221
1582598236647063552,1482194903424434217,广州多泽信息技术有限公司,0.7579111586207221
1467792600214929408,1482194288887595016,广州市倍儿行科技有限公司,0.7576974888257932
1467792600214929408,1482194288887595017,广州市倍儿行科技有限公司,0.7564627021957953
1467792600214929408,1482194288887595018,广州市倍儿行科技有限公司,0.7564627021957953
1469222105404014592,1482196338832703503,阿里巴巴(中国)有限公司,0.7558679556656435
1466004681011625984,1482184521620258821,远成物流股份有限公司,0.7558488626460286
1466004681011625984,1482183390651351040,中经汇通电子商务有限公司,0.7552328905943176
1582598236647063552,1482192491158568964,广州优尼客贸易有限公司,0.7543596421974699
1469173034668654592,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.754002234241817
1582598236647063552,1482192491158568974,广州影子数据信息科技有限公司,0.7537722481608428
1466004681011625984,1482194903424434218,广州多泽信息技术有限公司,0.7534320373979176
1466004681011625984,1482194903424434217,广州多泽信息技术有限公司,0.7534320373979176
1466004681011625984,1482195359529828368,广东省国际工程咨询有限公司,0.7525614805503791
1471049670871613440,1482195359529828368,广东省国际工程咨询有限公司,0.7519925541414789
1470313042016337920,1631112859985510400,深圳市海柔创新科技有限公司,0.7504631541763468
1469222105404014592,1523853950648975361,广州市汇聚支付电子科技有限公司,0.750245445123941
1467792600214929408,1482195512215076867,广东快乐种子科技有限公司,0.750234118683854
1461648125990141952,1482191940312236038,牧今科技(广州)有限责任公司,0.7492816847106868
1467792600214929408,1482192055257137152,联通(广东)产业互联网有限公司,0.7490062960778209
1582598236647063552,1482192126040211466,很好喝茶饮(广东)有限公司,0.747166450088855
1582598236647063552,1482195512215076867,广东快乐种子科技有限公司,0.7471117797743339
1582598236647063552,1482192126040211456,慧博云通科技股份有限公司,0.746002930717088
1468110505502703616,1482192055257137152,联通(广东)产业互联网有限公司,0.7448590906695804
1469222105404014592,1526834259040534528,广州市凝新信息科技有限公司,0.7444737611684271
1469222105404014592,1482194903424434218,广州多泽信息技术有限公司,0.743578035743164
1469222105404014592,1482194903424434217,广州多泽信息技术有限公司,0.743578035743164
1582598236647063552,1482184364296110081,浙江三合通信科技有限公司,0.7431428458619482
1582598236647063552,1482184364296110082,浙江三合通信科技有限公司,0.7431428458619482
1469173034668654592,1482195175144030213,广州百田信息科技有限公司,0.7428476804113614
1469173034668654592,1482195175144030215,广州百田信息科技有限公司,0.7428476804113614
1461648125990141952,1482194288887595019,广州市百果园网络科技有限公司,0.7426625141593455
1468110505502703616,1482195359529828368,广东省国际工程咨询有限公司,0.7426569344995061
1470313042016337920,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7424190444805611
1582598236647063552,1482192783140847617,广州翼拍联盟网络技术有限公司,0.7421088520508183
1582598236647063552,1482192783140847616,广州翼拍联盟网络技术有限公司,0.7421088520508183
1469222105404014592,1567747885687242752,广州粤烽泰卓贸易有限公司 ,0.7420016091634895
1461659304984707072,1482195175144030215,广州百田信息科技有限公司,0.741864813555504
1461659304984707072,1482195175144030213,广州百田信息科技有限公司,0.741864813555504
1582598236647063552,1482194051863281666,广州市香雪制药股份有限公司,0.7413981257317316
1461648125990141952,1482194288887595020,广州市百果园网络科技有限公司,0.7412571445740543
1582598236647063552,1482192491158568971,广州影子数据信息科技有限公司,0.7411514851686235
1469967882053091328,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7408457764621593
1649711597649788928,1482196087983964187,北京宇信科技集团股份有限公司广州分公司,0.7404305390652888
1649711597649788928,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7403880151951722
1469222105404014592,1482195175148224521,广西金数盾信息科技有限公司,0.7402123813070909
1469222105404014592,1482195175148224520,广西金数盾信息科技有限公司,0.7402123813070909
1467792600214929408,1482196338832703503,阿里巴巴(中国)有限公司,0.7399652091528561
1462717242717372416,1482195359529828368,广东省国际工程咨询有限公司,0.7393865607179935
1582598236647063552,1534374988734398465,"小蝌蚪众创电商科技（广州）有限公司
",0.7392414642820025
1582598236647063552,1482184690797510659,英氏婴童用品有限公司,0.7392186225888303
1582598236647063552,1482182764089442304,重庆软维科技有限公司,0.739080395682425
1468148406491938816,1482183390651351040,中经汇通电子商务有限公司,0.7387109544564575
1582598236647063552,1482194903416045577,广州聚福电子商务有限公司,0.7384375237812096
1467792600214929408,1482195175144030213,广州百田信息科技有限公司,0.7383045828435488
1467792600214929408,1482195175144030215,广州百田信息科技有限公司,0.7383045828435488
1582598236647063552,1482195512215076868,广东快乐种子科技有限公司,0.7378205670410304
1470203287771938816,1482194903424434218,广州多泽信息技术有限公司,0.737311772688055
1470203287771938816,1482194903424434217,广州多泽信息技术有限公司,0.737311772688055
1649711597649788928,1482195175144030215,广州百田信息科技有限公司,0.736899536762431
1649711597649788928,1482195175144030213,广州百田信息科技有限公司,0.736899536762431
1582598236647063552,1482195175144030225,广州爱韵生物科技有限公司,0.736880576531072
1582598236647063552,1482195175144030223,广州爱韵生物科技有限公司,0.736880576531072
1469222105404014592,1524992426459136001,尚阳科技股份有限公司,0.736692420797
1470313042016337920,1631112859897430016,深圳市海柔创新科技有限公司,0.7364129501612268
1471049670871613440,1482195512215076867,广东快乐种子科技有限公司,0.736135540693084
1582598236647063552,1482194394982514690,广州若羽臣科技股份有限公司,0.7358711122390788
1582598236647063552,1482194051863281665,广州市香雪制药股份有限公司,0.7355986215044483
1468148406491938816,1482195359529828368,广东省国际工程咨询有限公司,0.7355031157846779
1468148406491938816,1482184521620258821,远成物流股份有限公司,0.735175648195533
1462717242717372416,1482184521620258821,远成物流股份有限公司,0.7343911719161379
1467792600214929408,1482195512210882569,广东联邦车网科技股份有限公司,0.7343816737167019
1467792600214929408,1482185135670558724,同溢堂药业有限公司,0.7343786489821562
1467792600214929408,1482185135670558723,同溢堂药业有限公司,0.7343786489821562
1469222105404014592,1539456406367895552,扬州振扬信息科技有限公司,0.7342104356266568
1469222105404014592,1539449854449811456,苏州易康萌思电子商务有限公司,0.7342104356266568
1582598236647063552,1482185135674753032,腾讯科技(深圳)有限公司,0.7340060709764336
1582598236647063552,1482185135683141632,腾讯科技(深圳)有限公司,0.7340060709764336
1582598236647063552,1482195512210882569,广东联邦车网科技股份有限公司,0.7339230267492183
1470203287771938816,1482184521620258821,远成物流股份有限公司,0.733618403308506
1582598236647063552,1482185263349366787,索芙特易购网络科技有限公司,0.7335787696059416
1470203287771938816,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7331694046006167
1582598236647063552,1539449854449811456,苏州易康萌思电子商务有限公司,0.7331606092685992
1582598236647063552,1539456406367895552,扬州振扬信息科技有限公司,0.7331606092685992
1582598236647063552,1482194903420239883,广州华研文化传播有限公司,0.7330420223096404
1582598236647063552,1482194190791213064,广州市莱克斯顿服饰有限公司,0.732991275107675
1468110505502703616,1482194903424434218,广州多泽信息技术有限公司,0.7327609046939052
1468110505502703616,1482194903424434217,广州多泽信息技术有限公司,0.7327609046939052
1467792600214929408,1526834259040534528,广州市凝新信息科技有限公司,0.7318713234674293
1467792600214929408,1523853950648975361,广州市汇聚支付电子科技有限公司,0.7318518792852853
1473478366115004416,1631112859897430016,深圳市海柔创新科技有限公司,0.7317494652621773
1468148406491938816,1482194903424434217,广州多泽信息技术有限公司,0.7316395305258929
1468148406491938816,1482194903424434218,广州多泽信息技术有限公司,0.7316395305258929
1462717242717372416,1482194903424434218,广州多泽信息技术有限公司,0.7315463963206196
1462717242717372416,1482194903424434217,广州多泽信息技术有限公司,0.7315463963206196
1467792600214929408,1528570603106336768,广州市森能投资管理有限公司,0.731387093984781
1467792600214929408,1524992426459136003,尚阳科技股份有限公司,0.7311398578976713
1469222105404014592,1482184521620258821,远成物流股份有限公司,0.7309454480435741
1467792600214929408,1539456406367895552,扬州振扬信息科技有限公司,0.7308730695719224
1467792600214929408,1539449854449811456,苏州易康萌思电子商务有限公司,0.7308730695719224
1582598236647063552,1482192126040211464,恒峰信息技术有限公司,0.7305981392426965
1582598236647063552,1482195175144030218,广州巴巴玛商贸有限公司,0.7304083772154853
1582598236647063552,1482185135674753033,腾讯科技(深圳)有限公司,0.7302915020051479
1582598236647063552,1482185135683141633,腾讯科技(深圳)有限公司,0.7302915020051479
1631135062105915392,1482195175144030213,广州百田信息科技有限公司,0.7302853550689767
1631135062105915392,1482195175144030215,广州百田信息科技有限公司,0.7302853550689767
1469222105404014592,1482191940312236047,链链好车融资租赁(广州)有限公司,0.7302844871746424
1582598236647063552,1482194288887595014,广州市高富信息科技有限公司,0.7299695345682605
1582598236647063552,1482194288887595013,广州市高富信息科技有限公司,0.7299695345682605
1582598236647063552,1482194288887595015,广州市高富信息科技有限公司,0.7299695345682605
1582598236647063552,1482185135683141634,腾讯科技(深圳)有限公司,0.729889466712891
1582598236647063552,1482185135674753034,腾讯科技(深圳)有限公司,0.729889466712891
1469222105404014592,1539456406367895553,扬州振扬信息科技有限公司,0.7294049538883361
1469222105404014592,1482194903428628490,广州昌钰文化有限公司,0.7291229219474537
1649711597649788928,1482192989353803786,广州无卡数据技术股份有限公司,0.7290840789921185
1649711597649788928,1482192956965388288,广州无卡数据技术股份有限公司,0.7290840789921185
1469222105404014592,1541254101239726080,活树信息科技（东莞）有限公司,0.7290603514476086
1469233133072285696,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7280823270823348
